puzzle,solution
028050000300006200000010873080003090500090040060005700030200000000004001900000000,428357619317986254695412873184723596573698142269145738831279465756834921942561387
008701000940005000000000040030000900000000086000380007004500008005100002610000004,368741259942835761157629843836417925471952386529386417294563178785194632613278594
000006009001730000300080500106300080200000706079000000000007100830100005000040000,728516439951734628364982571146375982283491756579628314492857163837169245615243897
107400008039000600000007900008004000700580000000006300000000100003700020400012073,157469238239851647684327951328194765796583412541276389872635194913748526465912873
000000030060050402200090860003000510700060000000004920001430000030086050000000000,875642139369158472214793865643829517792561384158374926521437698437986251986215743
000000061607080030020060400090004007186000000000000050070020080009007240000000009,534279861617485932928361475395814627186752394742693158471926583859137246263548719
000000080600040300700350002013000209060003000090100500000800021240006800100000600,935627184621948357784351962813765249562493718497182536356879421249516873178234695
020000000350070410904060020000450160000900003006000090003000000540000030060028000,621534789358279416974861325289453167715986243436712598893145672542697831167328954
820000009000960000060008100000200050230100070501000003000701004010630800400000000,824317569153962748769548132647283951238195476591476283382751694915634827476829315
000005000000004090030000402020090004800000020000300070302000060690207003047000005,489125736271634598536789412723891654814576329965342871352418967698257143147963285
050408060600000800000002043906070000510030000800005036000000080000300102003000000,352498761641753829798162543936874215514236978827915436175629384469387152283541697
050000060007031000200400000704090002600300904000007080500008000002500600008000001,453782169897631425216459837734896512681325974925147386569218743142573698378964251
543008002020009000007600000000076300005382400000500000000000560000000210800000004,543718692628439751917625843489176325165382479732594186291843567354967218876251934
005420008040007002700000000600010500020030800009500070000000005900002300000080409,195426738346897152782153946673218594524739861819564273438971625951642387267385419
007000000000100700410003002000027000039006050700005004003500000500030080006000009,627894315395162748418753692854927163239416857761385924983541276572639481146278539
003008500000004200080015000459000070600000012200000000000300400040067020000002030,723698541516734289984215763459123876678549312231876954862351497345967128197482635
000008060000000509050001030409007000002060000080500900000036700074010300100090080,947358261318624579256971438469287153532169847781543926895436712674812395123795684
300000210000060705005002090408290000000480060030001000902000800014000000080019000,367945218129368745845172396458296173791483562236751984972634851514827639683519427
062009000400050001050000030070010305300000006009000010000000000000070640010640072,162439587493857261857126934674218395381795426529364718746982153238571649915643872
700090410030000000001030602300040065070005020090008000000050041000000200000709080,752896413639412578841537692328941765174365829596278134287653941963184257415729386
000400030600000000304060050002000700480001200010002006001008040000000500030910000,125489637678135924394267158952846713486371295713592486261758349849623571537914862
007400200000030904000080000000240009804007001000000000000901000100008650070050008,317469285628735914495182736751243869864597321932816547586921473149378652273654198
000409600069080300100000005510008000000700500370050006000046028000000100008001000,235479681469185372187263945514638297896712534372954816951346728643827159728591463
300601207200000003050000000080092060970800001000000000020007008000050016400010000,394681257217549683856723194183492765975836421642175839521967348738254916469318572
100500000000409000200000067008000040605000900700080000000006023000800000400007610,174562398836479152259318467328195746645723981791684235517946823962831574483257619
007008300900005706300000040000000020009060000705400010000800200803901000050000000,567148392914235786382796145638517429149362857725489613496853271873921564251674938
700400020002000000010008009030000000004000070067005000000020300080300040005709008,758491623692537814413268759531972486924683571867145932176824395289356147345719268
080900070903705000061030080000100090005000000630000040020007001000200000000010008,582961374943785216761432589874123695215649837639578142326897451198254763457316928
700004800028030060000000500080900200006102095000006004003000000070090000604007900,735614829428539167169278543587943216346182795291756384953861472872495631614327958
910000308000000007003070950000600000050207004100090200000002480201000000000068030,917526348645839127823471956472615893359287614168394275736952481281743569594168732
000008470003020009000103200300010040640000810200000050080001000000800500005030000,512968473463527189897143265358612947649375812271489356986251734734896521125734698
731000002000000009900300040400053060610004800000000000003001090070290000004600080,731489652842516379965372148429853761617924835358167924283741596576298413194635287
100000003002300005600704900000080070500000200040503600060009052080007000001000000,154692783972318465638754921326981574519476238847523619763149852485237196291865347
109008000500000008000006400000400200040600000895007006908200075007050000000009030,129548763564372198783916452376485219241693587895127346918234675637851924452769831
020007900010000003400900720100003000000896005080004096008001000070600500001020030,825137964719462853463985721196753482234896175587214396658371249372649518941528637
000300000200047000000000360090010400720000005008005070100080007000000000003461900,859326714236147859417958362695712483721834695348695271164289537982573146573461928
000605000400000100290070008000081003003000200004000010007040025302000900000050800,738615492465928137291374568926481753513796284874532619687149325352867941149253876
700020004500070000109000060080000100040380002000006000000031520010800030000000000,768123954524679813139548267385297146641385792972416385496731528217854639853962471
600900000050000097900800040000004000400005710180300000003000009000002084006040005,624957831358461297971823546532174968469285713187396452243518679795632184816749325
002000000800500600070090000400006050000809000010205007000600430043000080000700520,132468975894527613675193248489376152527819364316245897751682439243951786968734521
100020000400000500006109007008090010000003009200006000000000700000602000050700380,173524968489367521526189437738295614614873259295416873361958742847632195952741386
000100007200007000004020005900806000010200300000000016007000900008000040090045000,589163427263457198174928635935816274816274359742539816457382961628791543391645782
000800050000010000000903700900006020070031040008400100040060810500000090002070000,439827651857614239261953784914786523675231948328495176743569812586142397192378465
200600039005900700000050002000305060067290000030000405940800000026000000000000006,274681539615923748398457612482315967567294381139768425941876253826539174753142896
080000005500000030100005700000300006006800020300047800609400000001036000030020009,982763145567184932143295768798312456416859327325647891659478213271936584834521679
000006080020000000305001000000908501056070002000000040100000000007205034000400019,719526483428793156365841927274938561856174392931652748142389675697215834583467219
000000045164000000090700000030200090009006301000070500000008050600020008040503600,378162945164895237295734186736251894529486371481379562912648753653927418847513629
060049020800030900000100050040000002090000060003080007700003000000000005930206000,365749128812635974479128356547361892198572463623984517756813249281497635934256781
003000400060409000000608020090010000002500700400000030500070300000000090037006002,983721465265439178174658923798213654312564789456987231549872316621345897837196542
001609040050003080000000020000102090080000400600080000008070002000005000400960070,871629543256743189934851726547132698382596417619487235168374952793215864425968371
009003016103700800000050000308000100000030080050800070000006090000004000791000400,579483216123769845864152937348697152917235684256841379482376591635914728791528463
800001002009204000040500006002000600080013500100070000020000400600009030014000000,857361942369284751241597386792845613486913527135672894923156478678429135514738269
300006007071000000000020510704003008000910000050000600080507004400000000000094000,395186247271345869846729513714653928623918475958472631182567394469831752537294186
300800000000100900000900057780001200000050080003000006000000508500206000071000090,397825614865174923124963857789641235416352789253789146932417568548296371671538492
000400060740000503009100080050800002000071000470000600000000000090000038800720004,185437269746982513329165487651894372932671845478253691517348926294516738863729154
001900060400000000039002004007806050204071003000000006000000020702610000016009000,821945367475163289639782514197836452264571893358294176983457621742618935516329748
600430000058000900700000000000140000000020006000000089000300001910050270020004600,692435817458671932731289564369148725185927346247563189876392451914856273523714698
400000000000198000070020000700800100010200700800070906000000009002046350300902040,431657892256198473978423561769834125513269784824571936647385219192746358385912647
300008600007010000000070059400000100009080002030000040060003805000007200002860000,325948671947615328681372459456239187179486532238751946764123895813597264592864713
000007020050900601100020590500690200082000000070000000900000000010004000700000053,496517328258943671137826594541698237682371945379452186963785412815234769724169853
308000004000300090000401300200840000006005400005000016700000038090000020000690000,328759164147362895659481372213846759976215483485973216761524938594138627832697541
800000050000007006006309000080000007709103600200090004000001340023600000000000005,897416253132857496546329871384562917759143628261798534675981342423675189918234765
070300000600018000000000140006203700002000000740000090057000060020000500803700009,175324986634918275289576143596243718312897654748165392957432861421689537863751429
000010300001000080000008040020007400070000290060850000003095860006000020700400000,859614372241379685637528941128937456375146298964852713413295867596783124782461539
000000370000403051800000002090007500017005008000908010300000400046020000075000000,954182376762493851831756942698217534417365298523948617389671425146529783275834169
840607050010020800000000600030000500400705030706800010000000000004009080270450000,849617352613524897527983641932146578481795236756832419195368724364279185278451963
007000300060040000900006804040000630080090070009070400010000003000002080070401020,457829361168345792932716854741258639683194275529673418216987543394562187875431926
000500602600930041000000080000005003080020000190307050001070008060000510409000000,974518632658932741213764985742195863385426197196387254531679428867243519429851376
086540000001003000000710000000000304605100070900005000700000926000900103004000000,386549712571263498429718635217896354635124879948375261753481926862957143194632587
000000010000700658061005907400007090002800000000039005030070080000000006085001040,578692314249713658361485927453167892792854163816239475934576281127948536685321749
600040009050030000020506001000820000005000008700000040000300005402750016030600700,678241539154937862923586471346829157215473698789165243867314925492758316531692784
000000010000000200047600000000200800690738100050000090000007008004063020080920006,835472619169385274247691583413259867692738145758146392926517438574863921381924756
002004030900000000007060800050006020203000010010700000000000005100800040000305700,682974531941583276537261894754136928293458617816729453379642185165897342428315769
800060090000800000000029067410008000009170200020006050000000003900082700005010600,872561394396847512154329867413258976569174238728936451687495123931682745245713689
600002050000000001080007400000390800048000000730001000400029010001000005060030090,613842957574963281289517463125394876948756132736281549457629318391478625862135794
001000000080070390904600000400300000000052006000000831036500200000000000010080073,371294568682175394954638127468317952193852746527469831736541289849723615215986473
002100090000060005080000007090200000400037050000050003000000070040000608010908000,572184396934762815186395427395216784461837259827459163258643971749521638613978542
000000060300002408800500709040100000000070000970000240600009000020800030050460000,295748163317692458864531729548126397132974685976385241683219574421857936759463812
000000000940506020700000403500003900078000000000040000080709004000000102067005000,812374695943586721756291483524863917178952346639147258381729564495638172267415839
704520900060009700003000000000090250600003000000017008090170060007064000020000000,714526983562389741983741625371498256648253179259617438895172364137864592426935817
003600700000940000000008200000001000500400000048000003860002040450800900070000020,183625794625947831794318265236781459517439682948256173861592347452873916379164528
006000004000070090043060005030005200010602000480000000201000400000080500000907000,176529834528473196943168725639845271715632948482791653291356487367284519854917362
060500200040000086307008000000000003003700500901005000720860001000200060000004700,869541237542973186317628495456182973283796514971435628725869341134257869698314752
083005000007300020160040000030060090400050000020700063610000480000006000000000009,283675941547319826169842357735168294496253718821794563612937485974586132358421679
050000000003000200000020934001030020005000007000708000004210008500000010300065040,256394871943871256187526934871639425695142387432758169764213598529487613318965742
970010045000004200200000010010800060000020000803900000000650800050002000000000907,976218345185374296234569718512837469749126583863945172397651824458792631621483957
090500003200019000008000000005000000031400000600000309000020000020007060000056108,497568213263719845518243796985632471731495682642871359856124937129387564374956128
102030080003190060900006000700900304020000000000050010830000500010708000007000000,162537489483192765975486132758961324321874956649253817834629571516748293297315648
020060007001007050085100002050000206000400000300009000800006139000790600000000000,423965817691287354785134962159378246268451793347629581872546139514793628936812475
006053090700600200000008000090010305003080004050000600200500000001034006000000000,426753198718649253935128467892416375673285914154397682247561839581934726369872541
007000600000002700012000000000003060003005402080060090406080000130050000000400015,847539621965142738312678954594823167673915482281764593456381279139257846728496315
000000690008000003600500107040000009701004260003000000000057000070903000802000000,527138694418679523639542187246781359751394268983265471364857912175923846892416735
320905401010000000000830920200007003476100000000000000000050000504000800000402100,328975461719624538645831927281547693476193285953286714192758346564319872837462159
000627000000000004000000005030000700602000051017094000000002003400900002005030600,154627839396185274728349165539216748642873951817594326961752483473968512285431697
301608500700302000040070006000004700050800240008000003020510074000400300600000000,391648527786352419542971836263194758957836241418725963829513674175469382634287195
400003100001900700000051460076000091000000050030060000000000500040009000800035040,458673129361924785792851463276548391184397652539162874923486517645719238817235946
000708900000501200670000000796000001000000003050000640002600100800900000000105008,524738916389561274671492385796354821148276593253819647432687159815943762967125438
030002600701000000400000098300006050000020800062708009073460000000007500010200000,538192647791684325426573198387946251954321876162758439873465912249817563615239784
007080004058004060300100000026070009035900720000000000000003158000000030080020000,617285394958734261342196875426378519835941726791652483279463158564817932183529647
204080000010002005060000780002400000600009000070000810000300008000040030705000900,254786391817932465963514782382451679641879523579263814426397158198645237735128946
301200590000030020000008000490005200100040000070300000007056008500090400030100005,381274596756931824249568713493615287162847359875329641927456138518793462634182975
805010400000007001001400900900000000270000000300206009000000890000700640000635000,895312476642957381731468952914573268276891534358246719567124893123789645489635127
030000000780069000000003004000700020000480006000100300600000870071000500900000100,536214798784569231192873654819736425327485916465192387643951872271348569958627143
000004000350900040700035006043002070000000001070050000000060000006080003090400020,689174352351926748724835916143692875965748231872351469237569184416287593598413627
004083900670014000000000007000109850010070000580000000009200016000490005020000000,254783961673914528198526437437169852912875643586342179749258316361497285825631794
000030004890006000007100000305000400700300009000004070508020100000091706000000000,651738924893246517427159638385972461746315289912684375568427193234891756179563842
009200040700000009005030007000000800000841060000057104500084000400700030080100000,319278546742516389865439217174962853953841762628357194537684921491725638286193475
005700000006040500000005079003060040000408010200000007000050100020801004080000000,835796421796142538412385679153967842967428315248513967374259186629831754581674293
000600012350000090000400000697120050000000000001790000000060820005002000900030006,789653412354218697216479583697124358542386971831795264473961825165842739928537146
000000109010400070008600020070810900000945000001060080005020640000500000840000700,453278169612493875798651423574812936386945217921367584135729648267584391849136752
037400010000008000004007023260700000000000000009000405705001080900600100000090007,537429816692138754184567923261754398453986271879213465725341689948675132316892547
000000000100508600060000920670000038000040001080003000802400060900000100000035000,549267813123598647768314925674129538395846271281753496852471369937682154416935782
005008000200000300096000005007320600050001009000900100008009400001807000000010002,135678924284195367796432815917324658653781249842956173578269431321847596469513782
004000870070100300080020040620400051000070008005000000000300214310000000002500000,164953872279184365583726149627438951931675428845291736758369214316842597492517683
508600040090000003406001905000060007000500200089000400000005000740100000005030010,518693742297854163436721985152469837374518296689372451961245378743186529825937614
030900500500020000000060000741002000003000010090480000079000000000009208060000103,136978524587124936924365781741532869853796412692481357279813645315649278468257193
000001300000090000003080296200000000400106500060000407305000008010008700040205060,892651374674392851153784296287543619439176582561829437325967148916438725748215963
009070000800006003004000090006480020000007530000035008170000060000000000060050702,629374851815926473734518296356481927281697534497235618172849365543762189968153742
030007902000000100010300070051600000007004500068059000000080009000000060200700004,635817942742596138819342675451678293927134586368259417176485329584923761293761854
004001290000000700008003000090310005003060000800009040002100008050080900000500010,674851293531942786928673154497318625213465879865729341342197568156284937789536412
900500000000030080040900010000203056000004300200760000400005000106040020070000800,981526437657431289342978615714283956869154372235769148428395761196847523573612894
000080000610000043000007010000060000040800109075000060000032008760900400050000000,423186795617529843589347612931465287246873159875291364194632578762958431358714926
024060008016908070000000000300040800000000300001309024002004036070000140000007000,924763518516928473738451962367245891249186357851379624182594736675832149493617285
090600083000002000500900100300008000080000050006700800040000002000090014050030090,792615483413872965568943127375168249184329756926754831649581372837296514251437698
954000000000000008001050097000073000007200150030001009000090076700006800006010000,954687321672139548381452697165973482497268153238541769513894276749326815826715934
060900000001000000075004306040006000007000008100030405050200003000600807003009060,364978512281365749975124386842756931537491628196832475658247193429613857713589264
806002004030000702000109080400020500057000000000604030000000000020008601000413000,876532914931846752542179386413927568657381429289654137194265873325798641768413295
000000050003102000200030008002570000300090100070460000500800070008000900001004000,614987253853142796297635418482571639365298147179463582526819374748356921931724865
000900040010000080009000306100500700208003060060070002050001800000340020000080604,632958147715634289849127356194562738278413965563879412456291873987346521321785694
000080405200650000540000000100200074000709802700000060001090000602000009000000108,976381425218654397543972681189263574365749812724815963831497256652138749497526138
000080710800004006000090002090700005000000000658000000520400000007006100004010208,245683719819274536736195482493761825172859364658342971521438697987526143364917258
700000000000003750043010900027080100004900302008000000600800000000030009000201400,791568234286493751543712968927386145164975382358124697672849513415637829839251476
000400000070908001090070045008001030710600009060090800501000000000802000000000003,136425798475938261892176345958241637714683529263597814581369472347812956629754183
006020050009040001200500000090000000401007600000360000000002400010000700704906082,146728953589643271273591846695814327431257698827369514968172435312485769754936182
050100002002508090008000600009000000700000053060002040000201400300904500000800007,654193872172568394938427615249315768781649253563782149897251436326974581415836927
068500000000006018000000300430900000020400090090005003006803005000050700200700030,368514279572396418149287356435971682621438597897625143716843925983152764254769831
020000081005100000000047300006500048240000060000000903090000000000700004814060020,729653481435182697681947352976531248243879165158426973597214836362798514814365729
000470000002000900080900007700006000000035018300890000010000095400000000000050026,936472581172568934584913267758126349249735618361894752613247895425689173897351426
000340000007900100302107000003010047000000500250700009004000060700000300600009005,165348792847926153392157486983512647476893521251764839534271968729685314618439275
400071000026400703000005004670000500080000000000049020040080900000002000100000060,439271658526498713817365294672813549984527136351649827243186975765932481198754362
000070600370006020002100000806200000009004200030000900050020030003000000000800074,198472653375986421462153798846297315519364287237518946754621839983745162621839574
090400050008500001000061000900000602060007000002600903043200000000005000820000400,196482357478539261235761849954813672361927584782654913543278196619345728827196435
407005000000090270098000000209000100000206005070010040000000380800540000000002001,427365819531498276698127453269754138184236795375819642952671384816543927743982561
107000200050029800006000000000700000009000008001036500200008009000062100000300060,197843256354629817826517943532784691649251378781936524265178439973462185418395762
600800300200006400500009001900043000000000000000100059010300004000200700008004000,694817325281536497537429861925643178176958243843172659712365984459281736368794512
008300000000000090523007000017000000006800002000000310000000006005263700000700504,198346257764528193523917648217435869356891472489672315872154936945263781631789524
600002800005340009000050000002000306070000000904100700800005000000709010040000060,637912854215348679498657123182574396573896241964123785821465937356789412749231568
000000683000070000900005000073060400080007006005040000000200000000001059140000800,517924683824673915936815247273568491481397526695142378758239164362481759149756832
000040001060000000580003026700000005000086700008100040003200000004000000900010070,397642581462851937581793426719324865245986713638175249873269154124537698956418372
607000100000400002000700083350000001402000000700006000000000310000598600000040900,627853149835419762914762583356984271492175836781236495549627318173598624268341957
000000000803096700400270000750000000000000008130000200006004070000002910007600040,571843629823196754469275183758329461692417538134568297216934875345782916987651342
306980000010070500000000200540009001008000006000400000001740020000000070900030100,356982417219374568784651293542869731138527946697413852861745329423198675975236184
010000000400600800300500016607300000030057002000009700704000605002000004060000090,216834957475691823389572416627318549938457162541269738794123685152986374863745291
300060002020100030004003060400805701000000000090702000900000810080000507001000003,359468172627159438814273965436895721572641389198732654945327816283916547761584293
000205004000060000700000050004000100156007009009000480000008010400000003032050800,691285734845763291723194658384529176156847329279316485567438912418972563932651847
000700008000105000300002090070600014064000705000000000083001200905000601000500000,142796538698135472357482196279658314864319725531247869483961257925873641716524983
000630002700400050008000070010020084085000020000100500100500000006004000052060900,541637892729418356368259471613925784985746123274183569137592648896374215452861937
000807059070200300090300000030000000200100084001006005900010000006000000300700890,143867259678295341592341678739584162265173984481926735957618423826439517314752896
490301600030000150007000000002070008000600019300100000041000072000000000080705900,495381627638297154127564893512479368874653219369128745941836572753912486286745931
030650140002009000000080006700030080040500009000100000000800000023400060070090000,938652147162749853457381296715934682246578319389126574594863721823417965671295438
400020030002004050000706001030400008900200004000097000605000070000000100097003000,418529637762314859359786241231465798976238514584197326625841973843972165197653482
002000700070500081000308004900080020000704000107000000006050900030900078290000400,852146793374529681619378254943685127528714369167293845786451932431962578295837416
200060000000090300004108002400000001951400000080000000000000069540006800100200004,275364918618592347394178652426859731951437286783621495832745169547916823169283574
010080056000060930400009000290000007000002080008070600000007004002030100500000000,719283456825764931463159728296318547157642389348975612631527894982436175574891263
000005060080010009000000203000090700030107000000068002001000000050400807807000096,792835164483612579615974283568293741239147658174568932941786325356429817827351496
006007000300600000080012030030000500000800004207000900160040080009100000700005000,526437819371698452984512637438769521695821374217354968162943785859176243743285196
700000000003800001090070003009040070040000206107080050904020000000090015000001600,781354962253869741496172583569243178348517296127986354914625837632798415875431629
300000250015200004080007301020074000006001700001500000000700000050490082008000000,397148256615239874284657391529874613836921745471563928162785439753496182948312567
006701000080000000000600032000000500709000000013000028200307060001000900600050040,936721485182435796457698132864213579729586314513974628295347861341862957678159243
000000000000320710910008000006900004040000600700004080608500000090002300070809005,367491852854326719912758436186937524249185673735264981628543197591672348473819265
000007005008003049070000036000108002000096003000000800100020090029000000700360000,931647285268513749475982136543178962817296453692435817156724398329851674784369521
690080002004000006000200001150090600070006100000300090000040070240005008000007000,691783452824159736735264981153498627978526143462371895316842579247915368589637214
000400000030000570020083000050060401002009008000000000010790030360020005204000000,196457823438912576527683914753268491642179358981345267815794632369821745274536189
040005600007030000009100000000092000290000080500380000000000078603508002000010000,142875693857639241369124857738492165296751384514386729421963578673548912985217436
000000200065000000190742000013900070700308000000000050000080364000001080004000090,347596218265813749198742635413925876759368421682174953571289364926431587834657192
040000003100608940008004007002030000700000026900800000050000000000005090409020070,645279183173658942298314657582736419734591826916842735351987264827465391469123578
000000000700010546054000030900050000000080010273600000840000700000002009090000063,638425197729318546154796238981253674465987312273641985846539721317862459592174863
090100004000000900001570000000004050300007040050800003700000006240080000003742000,897123564532468917461579382178234659326957148954816273785391426249685731613742895
000810509080003000190000000300000600010600005004000070000050000030074020007002100,723816549485793261196425387378549612912687435654231978261358794539174826847962153
002800000000600009000012040570300000100090600090501003700004001600000807000000090,452839176817645239963712548576328914138497652294561783725984361649153827381276495
000607009700800010004050000410900003075000020030000007000005000000000060608000931,583617249729834615164259378412976853975483126836521497291365784347198562658742931
438000000000040790500600000000900040000010509200000600000502008000000076684000000,438729165162845793579631824851976342746213589293458617917562438325184976684397251
000000000750400890900080003035010000000000001016900034300020060070000100000800070,183769425752431896964582713435216987297348651816975234349127568578693142621854379
000200106061049052004000900000000003003805000570006000300090008006100290000002000,937258146861749352254361987482917563613825479579436821325694718746183295198572634
000008300050067900367400000000004008100003060000000209024000000003500700900002000,491258376852367941367491825239674518185923467746815239524786193613549782978132654
000908002601020900090004005040200000000007000803000000000005034000010050006030080,437958162651723948298164375749286513125347896863591427912875634384612759576439281
004000800030700000165400000000060003020000100006005920010000004070003005000090600,794326851238751469165489732981267543527934186346815927612578394879643215453192678
100430900007900000800017000040005300000000006000020001000090200035000600000800034,162438957457962183893517462246185379519374826378629541684793215735241698921856734
007000080100700030900605000030060010000000709009007006800001000620000000000400500,257394681146728935983615247732569814468132759519847326895271463624953178371486592
000901300500060900401000020150000000020009540008700000800070000000306400005100230,276981354583462971491537826159824763327619548648753192834275619712396485965148237
705000980040070020300000705006002000400800000123000000000540000200001003004080090,765324981841975326392168745986712534457839162123456879639547218278691453514283697
213000900009080600000000020000040000700500080000370200906700000002001005070000300,213467958549283671867915423628149537734526189195378264956734812382691745471852396
006000010010500007000400900008600041070030000400080070102000000900008104087000000,296873415814569327753412986538697241671234859429185673142356798965728134387941562
007013005060000800000500900000036004002000030008007009406000000090000020070901000,927813645365749812814562973759236184642198537138457269486325791591674328273981456
090000008002000010060000900030600500210000090500010300700000020000905000000043070,195734268842596713367182954938627541214358697576419382753861429421975836689243175
047000020800000050910000000350064000080005009609000000000090004000007205020008006,547816923836429157912753468351964872284175639679382541765291384498637215123548796
000030200090000405000007000000200008006001500703000000007000000000010002080902100,478539216391628475562147389159263748826471593743895621217386954935714862684952137
603002000100096004000400002000907001080000070050600000410009006000100000000070083,643852917125796834879413562364987251281345679957621348418539726732168495596274183
010300000005060700403000080300100806000020405009000100700000000002800000050610200,217385649895264713463791582324157896176928435589436127731542968642879351958613274
005000000040007800060001400300000090500700000000002006020040150070060030000008000,135824679249637815867591423382456791516789342794312586628943157471265938953178264
300040000000670000050010072200001000000000400013560000060009017000800006008000900,387245169129673584654918372245781693876392451913564728562439817491857236738126945
600010700200000000073900400380090600005800001007000004008060005000501000010040030,659418723241376589873952416384197652965824371127635894798263145432581967516749238
000050010010490000002370600204000500000700060860500000380000000000010304100900700,478652913613498275952371648294186537531724869867539421389247156726815394145963782
040050276005300000007002000000000000501800040460200001030000000000009564000000108,348951276215367489697482315829614753571893642463275891136548927782139564954726138
400300950005020000000040200009710008008006400040000010000000070001980006830000000,462378951315629784987541263629714538158236497743895612294163875571982346836457129
001000085000020000504300020807000003000000050000094007100230000400000260070600000,921476385738925146564381729817562493649713852352894617186239574493157268275648931
070001300009004000006980010420000800000058000000012007700000050030000680500000003,872561349159234768346987215425679831917358426683412597768143952231795684594826173
000870300006000500400001000500003040060008001009400080000000002083007600000009000,951872364826394517437651829578913246364728951219465783795186432183247695642539178
870001000005030000000050020208090000000068005040300000000007000090000207003000410,872641593915832674364759821258194736137268945649375182426917358591483267783526419
400000500000005073800000060006408200000001086010030000030017000050080000900020007,463792518129865473875143962396478251742951386518236749234617895657389124981524637
000000009000000180830700000002405000000070905008903020450000007200000090003008000,145386279627594183839721546962415738314872965578963421456239817281657394793148652
040030800960010000100040020500000008002080900000700403000001095025000000300600000,247536819968217534153948627594163278732485961681792453476821395825379146319654782
020308000005260000708090000064000070000031690809000000000000300000500400000800010,621348759395267841748195236164982573572431698839756124917624385283519467456873912
040000090000000020290005043050080000000000030001200807005602000000007901007100000,146328795573946128298715643759483216682571439431269857815692374324857961967134582
060000008005070030802010000007000450000200000050003800000001020000090104940020063,769354218415872639832916547387169452194285376256743891678431925523697184941528763
000000700008019000230006900000007040060400008000001005000050009102003000009060100,916524783478319526235876914593287641761435298824691375687152439152943867349768152
000000009003009700000106530090004000084000290700050000500280001030000000002001600,657832149213549786948176532195324867384617295726958314569283471431765928872491653
000004000010000007704010809000001000400290030860070040000000304206000050070000000,698724513512938467734615829327841695451296738869573142985162374246387951173459286
000013007000900208020008000008050000400000003100007090040030021709000000010000560,586213947371946258924578136698351472457892613132467895845639721769125384213784569
850000004400000003029050600000009100007002040000038000000600901000400050010007000,853976214476821593129354678365749182987162345241538769734685921692413857518297436
070000002010090700200006041000025010000000800403908000900000060008050309000100000,674581932315294786289376541897425613521763894463918257932847165148652379756139428
000028000140000050208507000000701004500092010000006009820004000015000000700900080,953128476147369258268547391392751864586492713471836529829674135615283947734915682
000000000000360005000004709600000890004009020007050003860000200700080000210005300,478591632192367485536824719651432897384179526927658143865913274743286951219745368
000001003702000090000050400180600000006007000400089070200004000000000384090000005,649871253752463891813952467187645932936127548425389176268534719571296384394718625
000960750050070000000200009028000507190030004500000000070004208000810000003006000,482963751359178426761245389628491537197532864534687192976354218245819673813726945
000700000000080054010032986008001002070000000260000190007004000023018000500000008,849765321632189754715432986358971642971246835264853197187594263423618579596327418
800793000030100060000004800400019500005000070000800000002000730600200104100000000,816793425234158967759624813467319582985462371321875649542981736698237154173546298
008500002000040030001000000900000815000200900500008070207300090000400750400060000,798513642625849137341726589932674815874251963516938274267385491183492756459167328
900060100040000970830700004000480002000050800700016030460800000070000010000000000,957364128146528973832791654519483762623957841784216539461835297278649315395172486
000063400500217030010409000100900000002000700900004003756001004000000070021000500,897563412564217938213489657138976245642135789975824163756391824489652371321748596
007320600010600053000009000089000060300200000000078004900000028030090000024000300,497325681812647953653819247789534162345261879261978534976153428538492716124786395
920000000000030906400020005600000500081009000309000700800001000000470003010093600,923615847175834926468927135647382591281759364359146782832561479596478213714293658
000070300000000052073000049006500807000900000740000900200490000037100000800063000,429675318618349752573281649196534827385927164742816935261498573937152486854763291
005000006700003500300080020800200000003970000070000005000410000060000708400097002,185742936792163584346589127819256473523974861674831295237418659961325748458697312
000000040050003007004098005800502069001000008900007000000000003000600090028300750,789256341652413987314798625847532169231964578965187432496875213573621894128349756
005007004230000000000800305500021070040000090000050000003009200150043000009000030,815367924236594817974812365598421673641738592327956148483179256152643789769285431
300005002870030065000010000000000906009208000000006070004000000200000030090700040,346875192871932465952614783418357926769248351523196874634589217287461539195723648
300020406008030090040000000010009000000005023080040900000007060009600530050300700,397521486568734192142986357213879645974165823685243971831457269729618534456392718
900000000074000318630000400000300140050200060001050002000000000089006004000907200,918473526274695318635812479792368145853241967461759832127584693389126754546937281
040000003800000020020700014000026900060100040005090000700000060080300107000980000,147259683853641729926738514478526931269173845315894276792415368584362197631987452
000003041003900000100708000009000000700620000008001020000006290000300800094000030,987263541643915782152748369429857613731629458568431927375186294216394875894572136
049007800000000009600800010307005002000006180000020090001500000070008500004210000,149657823728134659653892714317985462295346187486721395831579246972468531564213978
000060000800401000060200030009000058045000009000006100000023007307050800010000090,453769281872431965961285734129347658645812379738596142586923417397154826214678593
001000080007200400000046000008000000030070800000100257000094030000003060040000500,421759683367281495859346172578462319132975846694138257286594731715823964943617528
000000005000007210020501000000080601059200800801003000010009004002400007007000090,194832765385647219726591438273984651459216873861753942618379524932465187547128396
008010000020000900000560001300470000000000520006800000690040007000007300040000005,568914732124783956937562481312475698879136524456829173695348217281657349743291865
002001000000030200576000010000904820000760000010028700840000000001070000300000609,432851967189637254576249318763914825258763491914528736845396172691472583327185649
000005900000290530000348001002100300700000010900060008800400003510080060000000000,643715982178296534259348671482179356765832419931564728826457193514983267397621845
007000563020000000000090000061000000000006200005400780000784001006500802000000040,917248563624153978583697124761825439849376215235419786392784651476531892158962347
